price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
438000,planta_8,exterior,3,148.0,yes,yes,sanchinarro,hortaleza
990000,planta_2,exterior,4,203.0,yes,yes,canillas,hortaleza
260000,planta_1,exterior,2,80.0,yes,yes,pinar_del_rey,hortaleza
255000,bajo,exterior,2,67.0,yes,no,canillas,hortaleza
855000,planta_4,exterior,3,161.0,yes,yes,conde_orgaz-piovera,hortaleza
5000000,chalet,exterior,4,989.0,no,yes,conde_orgaz-piovera,hortaleza
212000,planta_3,exterior,3,79.0,yes,no,pinar_del_rey,hortaleza
650000,planta_6,exterior,5,230.0,yes,yes,palomas,hortaleza
2300000,chalet,exterior,5,568.0,no,yes,conde_orgaz-piovera,hortaleza
289900,planta_4,exterior,3,102.0,yes,no,pinar_del_rey,hortaleza
860900,planta_4,exterior,4,209.0,yes,yes,palomas,hortaleza
350000,planta_4,exterior,1,58.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
524000,planta_3,exterior,2,113.0,yes,yes,palomas,hortaleza
379999,planta_1,exterior,1,75.0,yes,yes,sanchinarro,hortaleza
480000,planta_3,exterior,3,144.0,yes,yes,sanchinarro,hortaleza
198000,planta_4,exterior,3,79.0,yes,no,pinar_del_rey,hortaleza
299000,planta_3,exterior,1,72.0,yes,yes,canillas,hortaleza
380000,planta_1,exterior,3,115.0,yes,no,pinar_del_rey,hortaleza
300000,planta_11,exterior,3,104.0,yes,no,pinar_del_rey,hortaleza
245808,planta_2,exterior,2,75.0,yes,no,pinar_del_rey,hortaleza
161000,bajo,exterior,2,72.0,no,no,pinar_del_rey,hortaleza
175000,bajo,exterior,1,73.0,no,no,pinar_del_rey,hortaleza
400000,planta_8,exterior,2,95.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
320000,planta_2,exterior,1,69.0,yes,yes,valdebebas_-_valdefuentes,hortaleza
329000,planta_3,unknow,1,68.0,yes,yes,sanchinarro,hortaleza
390000,planta_2,exterior,3,140.0,yes,yes,pinar_del_rey,hortaleza
1290000,chalet,exterior,3,355.0,no,yes,palomas,hortaleza
228000,planta_1,exterior,1,62.0,yes,no,canillas,hortaleza
507000,planta_5,exterior,3,110.0,yes,yes,sanchinarro,hortaleza
575000,planta_3,exterior,3,115.0,yes,yes,sanchinarro,hortaleza
250000,planta_1,exterior,1,67.0,yes,no,sanchinarro,hortaleza
246000,bajo,exterior,2,91.0,yes,no,apostol_santiago,hortaleza
215000,planta_4,exterior,3,84.0,yes,no,pinar_del_rey,hortaleza
846800,planta_4,exterior,4,180.0,yes,yes,palomas,hortaleza
235000,bajo,exterior,4,92.0,yes,no,apostol_santiago,hortaleza
780000,bajo,exterior,3,170.0,yes,yes,sanchinarro,hortaleza
153000,planta_5,exterior,3,70.0,no,no,apostol_santiago,hortaleza
285000,bajo,exterior,2,69.0,yes,no,pinar_del_rey,hortaleza
198000,entreplanta,exterior,1,44.0,yes,yes,canillas,hortaleza
126050,bajo,exterior,1,53.0,no,no,pinar_del_rey,hortaleza
228000,planta_1,exterior,1,63.0,no,no,canillas,hortaleza
480000,planta_1,exterior,4,184.0,no,no,pinar_del_rey,hortaleza
329999,planta_9,exterior,3,110.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
299999,planta_1,exterior,3,115.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
795000,chalet,exterior,4,295.0,no,yes,valdebebas_-_valdefuentes,hortaleza
340000,bajo,exterior,2,72.0,no,no,canillas,hortaleza
760000,planta_4,exterior,2,119.0,yes,yes,palomas,hortaleza
361600,planta_4,interior,1,51.0,no,no,virgen_del_cortijo_-_manoteras,hortaleza
630000,planta_1,exterior,3,140.0,yes,no,canillas,hortaleza
450000,planta_7,exterior,3,118.0,yes,yes,pinar_del_rey,hortaleza
190000,planta_2,exterior,2,70.0,yes,no,apostol_santiago,hortaleza
465000,planta_1,exterior,3,114.0,yes,yes,sanchinarro,hortaleza
553900,planta_5,exterior,3,143.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
370000,planta_2,exterior,5,147.0,yes,no,apostol_santiago,hortaleza
275000,planta_4,exterior,3,90.0,yes,yes,apostol_santiago,hortaleza
240000,planta_4,exterior,2,70.0,yes,no,pinar_del_rey,hortaleza
1300000,chalet,exterior,5,325.0,no,yes,conde_orgaz-piovera,hortaleza
740000,planta_1,exterior,3,143.0,yes,yes,palomas,hortaleza
440000,planta_1,exterior,2,102.0,yes,no,conde_orgaz-piovera,hortaleza
280000,planta_3,exterior,1,58.0,yes,yes,sanchinarro,hortaleza
290000,bajo,exterior,3,98.0,no,no,apostol_santiago,hortaleza
3900000,chalet,exterior,7,1016.0,no,yes,conde_orgaz-piovera,hortaleza
151000,planta_1,exterior,2,56.0,no,no,pinar_del_rey,hortaleza
325000,planta_5,exterior,3,89.0,yes,no,pinar_del_rey,hortaleza
237000,planta_2,exterior,3,76.0,no,no,pinar_del_rey,hortaleza
664107,planta_2,exterior,3,168.0,yes,yes,valdebebas_-_valdefuentes,hortaleza
215000,planta_7,exterior,3,60.0,yes,no,pinar_del_rey,hortaleza
265000,planta_3,exterior,2,107.0,yes,no,pinar_del_rey,hortaleza
240000,bajo,exterior,2,85.0,yes,no,pinar_del_rey,hortaleza
195000,planta_3,exterior,3,79.0,no,no,pinar_del_rey,hortaleza
1135000,planta_1,exterior,6,339.0,yes,yes,pinar_del_rey,hortaleza
335000,planta_2,exterior,2,80.0,yes,yes,canillas,hortaleza
390000,planta_4,exterior,3,111.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
375000,planta_11,exterior,3,92.0,yes,yes,pinar_del_rey,hortaleza
349000,planta_1,exterior,3,115.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
2260000,chalet,exterior,5,568.0,no,yes,conde_orgaz-piovera,hortaleza
450000,planta_1,exterior,2,110.0,yes,yes,sanchinarro,hortaleza
800000,planta_5,exterior,3,260.0,yes,yes,valdebebas_-_valdefuentes,hortaleza
130000,semi-sotano,exterior,1,35.0,no,no,canillas,hortaleza
530000,planta_3,exterior,3,115.0,yes,yes,sanchinarro,hortaleza
515000,bajo,exterior,2,135.0,yes,yes,sanchinarro,hortaleza
556000,planta_5,unknow,3,113.0,yes,yes,sanchinarro,hortaleza
190000,bajo,exterior,1,70.0,yes,yes,apostol_santiago,hortaleza
899000,planta_5,exterior,4,167.0,yes,yes,palomas,hortaleza
301000,planta_1,exterior,1,60.0,yes,yes,sanchinarro,hortaleza
429500,planta_4,unknow,3,90.0,yes,yes,sanchinarro,hortaleza
413000,planta_3,exterior,1,66.0,yes,yes,canillas,hortaleza
535000,planta_3,exterior,3,128.0,yes,yes,sanchinarro,hortaleza
775000,planta_3,exterior,3,210.0,yes,yes,pinar_del_rey,hortaleza
1500000,chalet,exterior,5,405.0,no,yes,palomas,hortaleza
480000,planta_1,exterior,2,112.0,yes,yes,sanchinarro,hortaleza
1290000,chalet,exterior,4,355.0,no,yes,palomas,hortaleza
245000,planta_1,exterior,3,63.0,yes,no,pinar_del_rey,hortaleza
228000,planta_1,exterior,1,56.0,no,no,canillas,hortaleza
860900,planta_4,unknow,4,178.0,no,no,palomas,hortaleza
210000,planta_3,exterior,3,104.0,yes,no,pinar_del_rey,hortaleza
480000,planta_4,exterior,2,108.0,yes,yes,sanchinarro,hortaleza
189900,bajo,exterior,2,53.0,no,no,canillas,hortaleza
333000,planta_1,exterior,2,67.0,yes,yes,canillas,hortaleza
378000,bajo,exterior,2,85.0,yes,yes,canillas,hortaleza
195000,bajo,exterior,1,44.0,yes,yes,canillas,hortaleza
240000,planta_2,exterior,1,110.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
399000,planta_3,exterior,2,94.0,yes,yes,sanchinarro,hortaleza
285000,planta_2,exterior,4,102.0,yes,no,apostol_santiago,hortaleza
265000,planta_5,exterior,3,97.0,yes,yes,pinar_del_rey,hortaleza
295000,planta_8,exterior,3,111.0,yes,yes,pinar_del_rey,hortaleza
600000,planta_2,exterior,2,157.0,yes,yes,canillas,hortaleza
3100000,chalet,exterior,6,750.0,no,yes,conde_orgaz-piovera,hortaleza
370000,planta_5,exterior,4,120.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
460000,planta_4,exterior,3,112.0,yes,yes,sanchinarro,hortaleza
159000,planta_6,exterior,1,50.0,yes,no,pinar_del_rey,hortaleza
230000,planta_4,exterior,2,73.0,no,no,pinar_del_rey,hortaleza
795000,chalet,exterior,5,360.0,no,yes,valdebebas_-_valdefuentes,hortaleza
860900,planta_4,exterior,4,209.0,yes,no,palomas,hortaleza
85000,bajo,exterior,1,27.0,no,no,pinar_del_rey,hortaleza
245000,planta_1,exterior,3,80.0,yes,no,pinar_del_rey,hortaleza
497000,planta_2,exterior,2,100.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
500500,planta_4,exterior,2,99.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
420000,planta_1,interior,2,80.0,yes,yes,sanchinarro,hortaleza
235000,planta_4,exterior,1,46.0,yes,yes,sanchinarro,hortaleza
185000,bajo,exterior,2,50.0,yes,no,pinar_del_rey,hortaleza
560000,planta_4,exterior,3,120.0,yes,yes,sanchinarro,hortaleza
340000,planta_3,exterior,1,74.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
3000000,chalet,exterior,6,410.0,no,no,conde_orgaz-piovera,hortaleza
3000000,chalet,exterior,6,400.0,no,no,conde_orgaz-piovera,hortaleza
410000,planta_4,exterior,2,101.0,yes,yes,sanchinarro,hortaleza
670000,bajo,interior,3,130.0,yes,yes,sanchinarro,hortaleza
140000,bajo,exterior,2,73.0,yes,no,pinar_del_rey,hortaleza
240000,planta_1,exterior,1,55.0,yes,no,canillas,hortaleza
161700,bajo,exterior,2,59.0,no,no,pinar_del_rey,hortaleza
350000,planta_7,exterior,3,120.0,yes,no,canillas,hortaleza
126000,bajo,exterior,1,40.0,no,no,pinar_del_rey,hortaleza
239000,planta_5,exterior,3,86.0,no,no,pinar_del_rey,hortaleza
259900,planta_4,exterior,1,85.0,yes,yes,virgen_del_cortijo_-_manoteras,hortaleza
195000,bajo,exterior,1,44.0,yes,no,canillas,hortaleza
780000,bajo,exterior,3,134.0,yes,yes,sanchinarro,hortaleza
299000,entreplanta,exterior,2,78.0,yes,yes,canillas,hortaleza
700000,planta_6,exterior,2,85.0,yes,yes,conde_orgaz-piovera,hortaleza
363000,planta_1,exterior,3,115.0,yes,no,virgen_del_cortijo_-_manoteras,hortaleza
285000,planta_1,exterior,1,72.0,yes,no,canillas,hortaleza
165000,planta_4,exterior,3,59.0,no,no,pinar_del_rey,hortaleza
790000,planta_2,exterior,3,149.0,yes,yes,conde_orgaz-piovera,hortaleza
4500000,chalet,exterior,9,1016.0,no,yes,conde_orgaz-piovera,hortaleza
330000,planta_8,exterior,3,92.0,yes,no,canillas,hortaleza
550000,planta_6,exterior,4,140.0,yes,yes,sanchinarro,hortaleza
200000,planta_1,exterior,3,70.0,no,no,pinar_del_rey,hortaleza
205000,planta_5,exterior,2,79.0,yes,no,pinar_del_rey,hortaleza
255000,chalet,exterior,3,86.0,no,no,canillas,hortaleza
480000,planta_2,exterior,3,126.0,yes,no,puerta_del_angel,latina
749000,planta_3,exterior,4,134.0,yes,no,puerta_del_angel,latina
145000,planta_1,exterior,2,55.0,no,no,lucero,latina
319500,planta_2,exterior,5,154.0,yes,no,lucero,latina
299000,planta_11,exterior,3,84.0,yes,no,lucero,latina
248700,planta_2,exterior,2,86.0,yes,yes,los_carmenes,latina
199000,planta_2,exterior,4,114.0,yes,no,aguilas,latina
185000,planta_2,interior,1,68.0,no,yes,puerta_del_angel,latina
181000,planta_1,exterior,3,93.0,yes,no,lucero,latina
149000,planta_2,exterior,2,63.0,yes,no,aluche,latina
125500,planta_4,exterior,2,70.0,no,no,aluche,latina
349000,planta_3,exterior,4,171.0,yes,yes,aguilas,latina
176000,bajo,exterior,1,65.0,no,yes,puerta_del_angel,latina
173000,planta_3,exterior,3,65.0,no,no,lucero,latina
139000,planta_3,exterior,2,52.0,no,no,puerta_del_angel,latina
750000,planta_11,exterior,5,192.0,yes,yes,puerta_del_angel,latina
346000,planta_4,exterior,3,116.0,yes,yes,campamento,latina
180000,planta_4,exterior,3,84.0,no,no,puerta_del_angel,latina
349000,planta_7,exterior,2,80.0,yes,no,puerta_del_angel,latina
179000,planta_1,exterior,2,66.0,no,no,lucero,latina
289000,planta_6,exterior,3,78.0,yes,yes,lucero,latina
159900,bajo,exterior,3,70.0,yes,no,aguilas,latina
141500,planta_1,exterior,2,66.0,yes,no,aguilas,latina
285000,planta_1,exterior,3,100.0,yes,yes,aguilas,latina
149000,planta_2,exterior,2,66.0,no,no,puerta_del_angel,latina
169500,planta_1,exterior,3,113.0,no,no,aguilas,latina
205000,bajo,exterior,4,125.0,no,no,aluche,latina
275000,planta_4,exterior,2,65.0,yes,no,puerta_del_angel,latina
270000,planta_4,exterior,3,146.0,yes,yes,aguilas,latina
249000,planta_6,unknow,3,80.0,yes,yes,aluche,latina
230000,casa,exterior,3,90.0,no,no,los_carmenes,latina
159900,planta_1,exterior,3,62.0,no,no,lucero,latina
149000,planta_2,interior,3,69.0,no,no,aluche,latina
244800,planta_2,exterior,2,86.0,yes,yes,los_carmenes,latina
165000,planta_1,exterior,3,72.0,yes,no,los_carmenes,latina
139500,bajo,exterior,2,60.0,no,no,lucero,latina
159900,bajo,exterior,4,102.0,yes,no,lucero,latina
230000,planta_2,exterior,3,98.0,yes,no,aluche,latina
228000,casa,exterior,3,103.0,no,no,los_carmenes,latina
329900,planta_2,exterior,3,133.0,no,yes,puerta_del_angel,latina
180000,planta_1,exterior,2,60.0,yes,no,puerta_del_angel,latina
195000,planta_6,exterior,3,98.0,yes,yes,aluche,latina
153000,planta_4,exterior,2,64.0,no,no,puerta_del_angel,latina
139000,planta_1,interior,2,43.0,no,no,puerta_del_angel,latina
159999,planta_1,exterior,1,59.0,yes,no,puerta_del_angel,latina
154900,bajo,exterior,3,72.0,yes,no,aluche,latina
170000,planta_5,exterior,2,74.0,no,no,campamento,latina
260000,planta_4,exterior,3,88.0,yes,no,puerta_del_angel,latina
346000,planta_4,exterior,3,116.0,yes,no,campamento,latina
260000,planta_3,exterior,3,76.0,yes,no,los_carmenes,latina
269000,planta_2,exterior,2,100.0,yes,no,puerta_del_angel,latina
309000,planta_1,exterior,4,84.0,no,no,puerta_del_angel,latina
249900,planta_4,exterior,2,98.0,yes,no,puerta_del_angel,latina
162500,bajo,exterior,2,50.0,yes,no,aguilas,latina
165900,planta_1,exterior,2,78.0,yes,no,los_carmenes,latina
160000,planta_1,exterior,3,73.0,yes,no,aguilas,latina
130000,bajo,exterior,2,63.0,yes,no,aguilas,latina
159000,planta_5,exterior,3,65.0,yes,no,aluche,latina
210000,planta_2,exterior,3,81.0,no,no,puerta_del_angel,latina
145500,planta_10,exterior,2,67.0,yes,no,aluche,latina
185000,planta_2,exterior,3,76.0,yes,no,aguilas,latina
169000,planta_7,exterior,3,76.0,yes,no,aluche,latina
339000,planta_7,exterior,3,78.0,yes,no,los_carmenes,latina
145000,planta_1,exterior,3,77.0,no,no,puerta_del_angel,latina
210000,bajo,exterior,3,108.0,no,no,los_carmenes,latina
189000,planta_4,exterior,3,55.0,yes,no,puerta_del_angel,latina
153000,planta_4,exterior,2,62.0,no,no,puerta_del_angel,latina
212500,bajo,exterior,2,66.0,no,yes,aluche,latina
650000,chalet,exterior,5,253.0,no,yes,puerta_del_angel,latina
199000,bajo,exterior,3,77.0,no,no,puerta_del_angel,latina
304000,planta_2,exterior,3,92.0,yes,no,puerta_del_angel,latina
199000,planta_1,exterior,3,67.0,no,no,puerta_del_angel,latina
450000,planta_2,exterior,3,127.0,yes,yes,puerta_del_angel,latina
185000,planta_1,exterior,2,71.0,yes,no,puerta_del_angel,latina
249000,planta_3,exterior,3,76.0,yes,no,los_carmenes,latina
159000,planta_4,exterior,2,64.0,no,no,puerta_del_angel,latina
172000,planta_7,exterior,2,60.0,yes,no,aguilas,latina
232000,planta_1,exterior,3,79.0,yes,yes,aluche,latina
249900,planta_6,exterior,3,106.0,yes,no,campamento,latina
119000,bajo,exterior,1,43.0,no,no,aluche,latina
250000,planta_2,exterior,3,90.0,yes,no,los_carmenes,latina
195000,planta_1,exterior,2,70.0,no,no,puerta_del_angel,latina
168000,planta_2,exterior,2,71.0,yes,no,aluche,latina
249900,planta_1,exterior,5,130.0,no,yes,aluche,latina
169900,planta_2,exterior,3,71.0,no,no,aluche,latina
179000,planta_2,exterior,3,64.0,no,no,puerta_del_angel,latina
249000,planta_2,exterior,1,70.0,yes,yes,puerta_del_angel,latina
175000,bajo,exterior,3,71.0,yes,no,aluche,latina
230000,bajo,exterior,3,150.0,no,no,aluche,latina
291000,planta_2,exterior,4,116.0,yes,yes,campamento,latina
279000,planta_3,exterior,3,90.0,yes,no,puerta_del_angel,latina
104000,bajo,exterior,1,47.0,no,no,puerta_del_angel,latina
655000,planta_5,exterior,3,140.0,yes,yes,aguilas,latina
160000,planta_1,exterior,2,60.0,yes,no,puerta_del_angel,latina
149000,planta_3,exterior,3,80.0,no,no,puerta_del_angel,latina
142500,planta_1,exterior,2,55.0,no,no,aluche,latina
319000,chalet,exterior,4,100.0,no,no,puerta_del_angel,latina
130000,bajo,exterior,2,55.0,yes,no,aguilas,latina
110000,planta_4,exterior,2,60.0,no,no,aguilas,latina
164900,planta_8,exterior,3,102.0,yes,no,lucero,latina
192000,planta_13,exterior,4,130.0,yes,no,lucero,latina
120000,planta_4,exterior,3,66.0,no,yes,lucero,latina
177000,planta_2,exterior,3,72.0,no,no,puerta_del_angel,latina
282000,casa,exterior,4,116.0,no,no,los_carmenes,latina
308000,planta_2,exterior,4,118.0,yes,no,puerta_del_angel,latina
169000,planta_1,exterior,1,59.0,yes,no,puerta_del_angel,latina
239000,planta_4,exterior,4,94.0,no,no,puerta_del_angel,latina
250000,planta_10,exterior,3,77.0,yes,no,aluche,latina
239000,bajo,exterior,3,77.0,yes,yes,aguilas,latina
189000,planta_6,exterior,2,64.0,yes,yes,aluche,latina
249000,planta_2,exterior,1,70.0,yes,no,puerta_del_angel,latina
265000,planta_3,exterior,3,94.0,yes,no,lucero,latina
195000,planta_2,exterior,3,75.0,no,no,puerta_del_angel,latina
329000,planta_2,exterior,3,133.0,no,yes,puerta_del_angel,latina
159000,planta_5,exterior,3,68.0,no,no,aguilas,latina
269900,planta_1,exterior,4,121.0,yes,no,aluche,latina
141000,planta_4,unknow,3,67.0,yes,no,aluche,latina
325000,planta_3,exterior,3,74.0,yes,no,puerta_del_angel,latina
139500,planta_2,exterior,3,72.0,no,no,aguilas,latina
330000,planta_1,exterior,3,139.0,no,no,los_carmenes,latina
155000,planta_4,exterior,3,71.0,no,no,aluche,latina
145000,planta_3,exterior,3,60.0,no,no,puerta_del_angel,latina
155000,planta_1,exterior,3,75.0,no,no,aluche,latina
195000,planta_6,exterior,3,80.0,yes,no,aluche,latina
130000,planta_4,exterior,2,58.0,no,no,campamento,latina
145000,planta_4,exterior,2,75.0,yes,no,aluche,latina
166000,planta_1,exterior,2,58.0,yes,no,puerta_del_angel,latina
100000,planta_1,unknow,3,80.0,no,no,aluche,latina
165000,planta_4,exterior,3,75.0,yes,no,campamento,latina
169999,planta_1,exterior,3,66.0,no,no,aguilas,latina
169000,bajo,exterior,2,62.0,yes,no,aluche,latina
240000,planta_3,exterior,3,77.0,yes,yes,aluche,latina
149000,bajo,exterior,2,69.0,yes,no,puerta_del_angel,latina
425000,planta_2,exterior,4,105.0,yes,no,puerta_del_angel,latina
165000,bajo,exterior,1,60.0,yes,no,puerta_del_angel,latina
240000,planta_1,exterior,3,116.0,no,no,puerta_del_angel,latina
200000,planta_3,exterior,3,66.0,no,no,puerta_del_angel,latina
110000,planta_2,exterior,2,46.0,no,no,aluche,latina
219000,planta_4,exterior,2,78.0,yes,no,aluche,latina
172000,planta_3,exterior,3,57.0,no,no,puerta_del_angel,latina
240000,planta_5,exterior,3,88.0,yes,yes,lucero,latina
192000,planta_3,exterior,3,93.0,no,no,puerta_del_angel,latina
89500,entreplanta,exterior,1,42.0,no,no,lucero,latina
235000,planta_5,unknow,3,79.0,yes,no,aluche,latina
255000,planta_10,exterior,3,77.0,yes,no,aluche,latina
209000,planta_9,unknow,3,72.0,yes,yes,aluche,latina
142000,planta_2,exterior,2,65.0,no,no,los_carmenes,latina
141000,planta_3,unknow,2,69.0,no,yes,aluche,latina
149000,planta_1,unknow,3,70.0,no,no,aluche,latina
169000,planta_1,unknow,3,68.0,no,yes,aluche,latina
299000,planta_3,unknow,3,96.0,yes,yes,aluche,latina
137900,planta_2,exterior,3,63.0,no,no,los_carmenes,latina
175000,planta_5,exterior,2,68.0,yes,no,puerta_del_angel,latina
239000,planta_6,exterior,3,84.0,yes,yes,aluche,latina
339900,planta_5,exterior,3,130.0,yes,yes,aluche,latina
122500,planta_1,exterior,3,56.0,no,no,los_carmenes,latina
199000,planta_1,exterior,4,97.0,yes,no,lucero,latina
140000,bajo,exterior,2,48.0,no,no,lucero,latina
189900,planta_1,exterior,1,75.0,yes,yes,cuatro_vientos,latina
129000,bajo,exterior,3,65.0,no,no,puerta_del_angel,latina
147700,planta_2,exterior,1,59.0,no,no,puerta_del_angel,latina
208884,bajo,exterior,2,75.0,no,no,puerta_del_angel,latina
124848,bajo,exterior,1,37.0,no,no,lucero,latina
350000,planta_1,exterior,3,85.0,yes,no,puerta_del_angel,latina
114000,planta_4,exterior,2,60.0,no,no,campamento,latina
230000,planta_8,exterior,3,76.0,yes,no,aguilas,latina
140000,planta_3,exterior,3,76.0,no,no,puerta_del_angel,latina
312000,chalet,exterior,4,191.0,no,yes,aguilas,latina
140000,planta_5,exterior,2,63.0,yes,no,aguilas,latina
239000,planta_4,exterior,3,75.0,yes,no,aluche,latina
412000,planta_7,exterior,4,135.0,yes,no,aluche,latina
154900,planta_2,exterior,3,72.0,no,no,aluche,latina
263000,planta_-1,exterior,3,270.0,no,no,los_carmenes,latina
188500,planta_4,exterior,3,84.0,yes,no,aguilas,latina
172000,planta_2,exterior,2,77.0,no,no,puerta_del_angel,latina
138000,planta_3,interior,3,60.0,no,no,lucero,latina
230000,planta_3,exterior,3,83.0,no,no,puerta_del_angel,latina
155000,bajo,exterior,2,90.0,no,no,aguilas,latina
225000,planta_3,exterior,3,75.0,no,no,los_carmenes,latina
605000,planta_6,exterior,4,125.0,yes,no,puerta_del_angel,latina
240000,planta_2,exterior,4,99.0,yes,no,campamento,latina
205000,planta_2,exterior,3,77.0,yes,no,aluche,latina
160000,planta_3,exterior,2,65.0,no,no,los_carmenes,latina
175000,planta_1,exterior,3,84.0,yes,no,aluche,latina
163900,planta_1,exterior,3,71.0,yes,no,aluche,latina
339500,planta_1,exterior,3,136.0,yes,yes,aguilas,latina
137000,planta_3,unknow,2,69.0,no,no,aluche,latina
94000,bajo,exterior,1,43.0,no,no,puerta_del_angel,latina
168500,planta_1,exterior,1,75.0,yes,yes,cuatro_vientos,latina
140000,planta_2,exterior,1,68.0,no,no,puerta_del_angel,latina
165000,planta_10,exterior,3,73.0,yes,no,aluche,latina
159000,planta_2,exterior,3,83.0,no,no,aluche,latina
125000,planta_4,exterior,2,69.0,no,no,puerta_del_angel,latina
165000,planta_2,unknow,3,76.0,yes,yes,aluche,latina
130000,planta_3,exterior,3,64.0,no,no,aguilas,latina
170000,planta_3,exterior,1,45.0,yes,no,lucero,latina
169000,planta_1,exterior,3,65.0,yes,no,aluche,latina
105000,bajo,exterior,3,57.0,yes,no,aluche,latina
310000,planta_3,exterior,2,84.0,yes,yes,los_carmenes,latina
136000,planta_3,exterior,3,57.0,no,no,puerta_del_angel,latina
149000,planta_4,exterior,2,57.0,yes,no,lucero,latina
225000,planta_3,exterior,3,77.0,yes,no,puerta_del_angel,latina
260000,bajo,exterior,4,145.0,no,no,puerta_del_angel,latina
130000,planta_6,exterior,1,58.0,no,no,campamento,latina
220000,planta_1,exterior,1,56.0,yes,no,los_carmenes,latina
190000,planta_4,exterior,3,74.0,yes,no,lucero,latina
528000,planta_1,exterior,5,150.0,yes,yes,aluche,latina
166000,bajo,exterior,3,97.0,no,no,lucero,latina
450000,planta_6,exterior,3,92.0,yes,yes,aguilas,latina
160000,bajo,exterior,2,63.0,no,no,campamento,latina
890000,planta_16,exterior,4,140.0,yes,no,puerta_del_angel,latina
346000,planta_4,exterior,3,115.0,yes,yes,campamento,latina
260000,planta_1,exterior,3,98.0,yes,no,campamento,latina
320000,planta_1,exterior,3,70.0,yes,yes,lucero,latina
230000,bajo,exterior,3,150.0,yes,no,aluche,latina
320000,planta_4,exterior,2,90.0,yes,yes,lucero,latina
390000,planta_4,exterior,2,100.0,yes,yes,los_carmenes,latina
260000,planta_4,exterior,3,102.0,yes,no,aluche,latina
150000,planta_5,exterior,3,70.0,no,no,lucero,latina
135000,bajo,exterior,1,45.0,no,no,lucero,latina
225000,planta_2,exterior,3,82.0,yes,no,aluche,latina
130000,planta_5,exterior,3,60.0,no,no,lucero,latina
363000,planta_8,exterior,3,122.0,yes,yes,aluche,latina
146500,bajo,exterior,3,73.0,yes,no,aguilas,latina
278000,planta_2,exterior,1,55.0,no,no,puerta_del_angel,latina
350000,entreplanta,exterior,2,90.0,yes,no,lucero,latina
149000,planta_7,exterior,3,89.0,yes,no,lucero,latina
655000,planta_2,exterior,4,173.0,yes,yes,puerta_del_angel,latina
300000,planta_3,exterior,2,85.0,yes,yes,campamento,latina
280000,planta_6,exterior,3,88.0,yes,no,aguilas,latina
425000,bajo,exterior,4,140.0,no,no,puerta_del_angel,latina
175000,planta_2,exterior,3,82.0,no,no,aluche,latina
189000,bajo,exterior,2,72.0,yes,no,puerta_del_angel,latina
149900,planta_3,exterior,3,72.0,no,no,aluche,latina
198000,bajo,exterior,3,112.0,yes,no,aguilas,latina
125000,planta_1,interior,2,45.0,no,no,los_carmenes,latina
149900,planta_1,exterior,3,60.0,no,no,puerta_del_angel,latina
169000,planta_2,exterior,3,79.0,no,no,aluche,latina
143000,bajo,exterior,2,67.0,no,no,lucero,latina
170000,planta_1,exterior,7,200.0,yes,no,campamento,latina
240000,bajo,exterior,2,74.0,yes,no,los_carmenes,latina
180000,planta_2,exterior,2,83.0,no,no,puerta_del_angel,latina
182000,planta_2,exterior,3,75.0,no,no,puerta_del_angel,latina
249000,planta_4,exterior,3,92.0,yes,no,aluche,latina
145000,planta_4,exterior,3,64.0,no,no,aguilas,latina
350000,planta_2,exterior,4,142.0,yes,no,aguilas,latina
280000,planta_9,exterior,3,100.0,yes,no,campamento,latina
168000,planta_3,exterior,2,60.0,no,no,puerta_del_angel,latina
152000,planta_4,exterior,2,75.0,no,no,aluche,latina
180000,planta_2,exterior,3,87.0,yes,no,lucero,latina
250000,planta_3,exterior,3,69.0,yes,no,puerta_del_angel,latina
174000,planta_3,exterior,1,64.0,yes,yes,los_carmenes,latina
165900,planta_1,exterior,2,80.0,yes,no,los_carmenes,latina
190000,planta_2,exterior,3,92.0,no,no,puerta_del_angel,latina
153000,planta_2,exterior,1,40.0,yes,no,puerta_del_angel,latina
328999,planta_3,exterior,1,82.0,yes,no,puerta_del_angel,latina
380000,planta_1,exterior,4,125.0,yes,yes,aluche,latina
93000,bajo,exterior,1,35.0,yes,no,lucero,latina
260000,planta_6,exterior,3,78.0,yes,yes,aluche,latina
139900,planta_4,interior,1,40.0,no,no,puerta_del_angel,latina
114900,planta_1,exterior,2,45.0,no,no,los_carmenes,latina
248000,planta_5,exterior,3,75.0,yes,no,aluche,latina
190000,bajo,exterior,3,65.0,no,no,aluche,latina
329000,chalet,exterior,4,130.0,no,no,puerta_del_angel,latina
